repository_full_name,number_contributor,number_stars,created_date,description,language,number_commit,sloc,archived,accessible,num_stars,num_forks,num_contributor,num_commit,Contributors,Stars,Commit,Size
HXWAndCL/mmcv,30.0,2.0,2020-04-28T17:41:04Z,Forked versions of MultiResUNet and Keras 2.3.1 for making a deep learning model compatible with Dragonfly 4.1,Python,139.0,13578.0,False,True,,,,,,,,
DGU-YJY/yolo_test,2.0,5.0,2021-01-01T20:59:23Z,Integrative Transcriptome-Histopathology Analysis for Breast Cancer Classification,Python,122.0,71306.0,False,True,,,,,,,,
flaneur-ml/auto-features-extraction-for-RL,3.0,378.0,2021-04-30T16:10:45Z,"Code release for ""COTR: Correspondence Transformer for Matching Across Images""(ICCV 2021)",Python,25026.0,17502.0,False,True,,,,,,,,
olivyou2/bitcoin-updown-predict,6.0,2.0,2020-03-04T00:51:37Z,Xilinx Vitis-AI Mirroring & Practice,SystemVerilog,132.0,443776.0,,False,,,,,,,,
geyang/dmc_gen,5.0,5.0,2018-01-18T01:39:50Z,To use deep learning to identify patients whose tumor DNA mutations “look similar to” other tumors for which treatments are effective.,HTML,3552.0,174178.0,False,True,,,,,,,,
geyang/env-wrappers,30.0,5815.0,2019-08-09T06:17:59Z,"AI Vector Database for LLMs/LangChain. Doubles as a Data Lake for Deep Learning. Store, query, version, & visualize any data. Stream data in real-time to PyTorch/TensorFlow. https://activeloop.ai",Python,587.0,65426.0,False,True,,,,,,,,
51lslcscyber/PRcvdeeplearning_execution_lslcyber,2.0,9.0,2020-12-03T09:46:33Z,Identify the type of disease present on a Cassava Leaf image,Python,622.0,2306.0,False,True,,,,,,,,
aditi-bidgely/Amundsen,4.0,20.0,2017-04-03T20:19:28Z,Simple area to test out concepts or try to reproduce isolated issues in Drake.,Jupyter Notebook,293.0,13583.0,False,True,,,,,,,,
vltanh/attention-mnist,8.0,15.0,2022-03-17T15:31:07Z,,Python,317.0,2762.0,False,True,,,,,,,,
zhangliming-gif/a,2.0,2.0,2020-05-07T15:28:08Z,A repository of bioinformatics tool definitions generated by aCLImatise,,258.0,524618.0,False,True,,,,,,,,
goodok/sgnn,2.0,3.0,2020-11-18T23:20:32Z,,JavaScript,28468.0,40592.0,False,True,,,,,,,,
G-Research/tensorboard-extensions,10.0,163.0,2021-03-11T05:05:35Z,An end-to-end blueprint architecture for real-time fraud detection(leveraging graph database Amazon Neptune) using Amazon SageMaker and Deep Graph Library (DGL) to construct a heterogeneous graph from tabular data and train a Graph Neural Network(GNN) model to detect fraudulent transactions in the IEEE-CIS dataset.,TypeScript,105.0,11809.0,True,True,,,,,,,,
kingspp/tf-contrib-analyzer,2.0,2.0,2018-09-10T18:22:16Z,Tensorflow Contrib Usage Analysis,Python,188.0,52900.0,False,True,,,,,,,,
EKYoonD/StockHelper,5.0,3.0,2021-11-30T05:06:13Z,미래기술 시장 예측,Jupyter Notebook,119.0,374439.0,False,True,,,,,,,,
hacors/Drug,2.0,5.0,2019-12-30T08:01:00Z,,Python,124.0,1176.0,False,True,,,,,,,,
pvdthien310/invoice-detect,15.0,1239.0,2018-03-10T17:51:43Z,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others",Python,4120.0,1838.0,False,True,,,,,,,,
ronenmashal/ml-p2,5.0,513.0,2022-10-31T03:02:21Z,Templating language written for Stable Diffusion workflows. Available as an extension for the Automatic1111 WebUI.,Python,217.0,16338.0,False,True,,,,,,,,
friku/ssbu_skill_detection,6.0,154.0,2021-09-24T01:41:27Z,,Python,124.0,263990.0,False,True,,,,,,,,
kangyuansbu/Text2image,6.0,17.0,2019-06-06T15:46:16Z,"a starter-kit for jaynes, the cloud-agnostic launch library",Python,127.0,2262.0,False,True,,,,,,,,
boostcampaitech3/level1-image-classification-level1-cv-16,2.0,37.0,2019-05-09T08:08:24Z,A framework based on Tensorflow for running variational Monte-Carlo simulations of quantum many-body systems.,Python,124.0,11024.0,False,True,,,,,,,,
letsmakeadeal/SinglePersonKeypoints,2.0,2.0,2022-04-15T02:44:59Z,Predict Abnormal Chest with Multi-Label Classification on Chest X-rayPredict Abnormal Chest with Multi-Label Classification on Chest X-ray,Jupyter Notebook,120.0,705384.0,False,True,,,,,,,,
prabhuteja12/pest,3.0,378.0,2021-04-30T16:10:45Z,"Code release for ""COTR: Correspondence Transformer for Matching Across Images""(ICCV 2021)",Python,806.0,17502.0,False,True,,,,,,,,
Mostafa-M-Abla/portfolio,2.0,3.0,2020-11-18T23:20:32Z,,JavaScript,4120.0,40592.0,False,True,,,,,,,,
mhh0318/ControlNetDuo,4.0,2.0,2015-10-16T02:54:54Z,A package to support neuroscientists in analyzing MEAs.,Jupyter Notebook,4076.0,64470.0,,False,,,,,,,,
StoyanVenDimitrov/BachelorThesis,2.0,2.0,2020-07-26T20:02:14Z,"common mark for python, a module that turns your python module into a document in markdown",Python,604.0,3566.0,False,True,,,,,,,,
olivyou2/bitcoin-updown-predict,7.0,6813.0,2020-04-29T17:16:12Z,"Code for the paper ""Jukebox: A Generative Model for Music""",Python,293.0,2810.0,,False,,,,,,,,
NetasDev/NetworkTraining,3.0,73.0,2019-11-20T05:35:22Z,Official repository of FISR (AAAI 2020). ,Python,677.0,90315.0,False,True,,,,,,,,
Bellman-devs/bellman,4.0,3.0,2020-10-20T04:44:56Z,,Jupyter Notebook,572.0,704022.0,False,True,,,,,,,,
manmeet3/Medical-SSL-SimCLRv2,5.0,8.0,2019-03-20T16:15:11Z,WIP: evolutionary explorations of weird machines,Rust,4723.0,140292.0,False,True,,,,,,,,
imatge-upc/PiCoEDL,4.0,584.0,2016-11-02T13:50:16Z,Generative Adversarial Text to Image Synthesis / Please Star -->,Python,11122.0,773.0,False,True,,,,,,,,
wwZhang0215/dl_project,25.0,1124.0,2018-03-21T18:22:13Z,A Framework for Encrypted Machine Learning in TensorFlow,Python,175.0,23475.0,False,True,,,,,,,,
XiaoXiao-Woo/PanCollection,18.0,2207.0,2020-08-14T23:25:32Z,The open standard for data logging,Jupyter Notebook,422.0,114741.0,False,True,,,,,,,,
nat06/Navigation_Assistance_for_the_Visually_Impaired,4.0,24.0,2020-06-24T14:52:33Z,Threshold independent detection and localization of diffraction-limited spots.,Python,128.0,345466.0,False,True,,,,,,,,
zikuicai/WaifuGAN,2.0,32.0,2021-10-11T18:41:20Z,"The official implementation of paper Siamese Transformer Pyramid Networks for Real-Time UAV Tracking, accepted by WACV22",Python,563.0,472.0,False,True,,,,,,,,
karolpiczak/pytorch-yard,7.0,4.0,2020-09-20T06:53:53Z,This is Mercenary Project,C++,3489.0,484989.0,False,True,,,,,,,,
Shikhar8990/dgl,3.0,17.0,2015-11-18T17:52:12Z,Neptune: Genomic Signature Discovery,Python,258.0,2717.0,False,True,,,,,,,,
wduo/pardet-pytorch,2.0,10.0,2021-07-19T13:16:27Z,A hydra integrated template for LG-Dacon Competetion ,Python,696.0,14.0,False,True,,,,,,,,
nickhuang1996/Dogs_vs_Cats_TensorFlow_Keras,6.0,383.0,2021-02-27T16:57:19Z,All the handwritten notes 📝 and source code files 🖥️ used in my YouTube Videos on Machine Learning & Simulation (https://www.youtube.com/channel/UCh0P7KwJhuQ4vrzc3IRuw4Q),Python,4910.0,97879.0,False,True,,,,,,,,
PasserBy4/mypretraining,3.0,516.0,2021-03-25T06:52:43Z,[ICCV'21] Learning Spatio-Temporal Transformer for Visual Tracking,Python,535.0,7321.0,False,True,,,,,,,,
anonymous98762022/autodetailfull2023,2.0,14.0,2021-01-13T09:43:16Z,NetSurfP 3.0: Protein secondary structure and relative solvent accessibility prediction,Jupyter Notebook,579.0,39322.0,,False,,,,,,,,
Vraj531/AMC-SSDA,2.0,15.0,2021-08-07T13:51:50Z,VQVAE for video prediction,Python,643.0,33.0,False,True,,,,,,,,
dileepkanumuri/Sentiment-Analysis,2.0,23.0,2019-04-05T09:40:16Z, This implementation of DeePyMoD is no longer maintained! We switched to a PyTorch based implementation: https://github.com/PhIMaL/DeePyMoD_torch,Python,293.0,176231.0,False,True,,,,,,,,
deepgram/kur,12.0,812.0,2016-11-19T02:42:09Z,Descriptive Deep Learning,Python,584.0,1873.0,False,True,,,,,,,,
nguyenvanhoang7398/cs5260,2.0,2.0,2022-10-31T20:04:52Z,Automatic Number Plate Recognition Model,Python,1062.0,71014.0,False,True,,,,,,,,
MohAlshahrani/Yolo-straw,3.0,83.0,2020-06-01T14:14:29Z,"Implementation of Hang et al. 2020 ""Hyperspectral Image Classification with Attention Aided CNNs"" for tree species prediction ",Python,4462.0,291178.0,False,True,,,,,,,,
EntilZha/fever,30.0,7.0,2018-07-18T06:53:24Z,Working Modified Caffe for AMD GPU's OpenCL for Windows 10 .,C++,126.0,42970.0,False,True,,,,,,,,
guohanli/cv-project,4.0,2.0,2021-02-25T15:58:47Z,"Transcribe name, date, locality (with constraints) from herbarium specimens using machine learning algorithms. ",Jupyter Notebook,745.0,746501.0,False,True,,,,,,,,
charityYao/Identification,4.0,840.0,2017-01-26T00:55:39Z,Regressing Robust and Discriminative 3D Morphable Models with a very Deep Neural Network,C++,874.0,43003.0,False,True,,,,,,,,
authoranonymous321/ood_estimators,2.0,3.0,2022-07-06T01:06:26Z,,Python,122.0,22919.0,False,True,,,,,,,,
k223kim/fydp,2.0,15.0,2020-03-27T11:16:38Z,"Code for ""Lifting Monocular Events to 3D Human Poses"" - CVPRw 2021",Python,109.0,33427.0,False,True,,,,,,,,
MauiDesign/HugginFaceTransformer,2.0,7.0,2021-08-07T11:53:36Z,Sentiment Analysis on Twitter data using Bernoulli Naïve Bayes,Python,2600.0,4593620.0,,False,,,,,,,,
Miclin1024/NLST-Similarity-VAE,4.0,26.0,2018-03-21T12:29:07Z,An visual summary of representative DNNs and their evolutionary relationships,JavaScript,205.0,18642.0,False,True,,,,,,,,
JoleProject/Jole,30.0,15.0,2018-07-24T17:29:40Z,Open source platform for the complete machine learning lifecycle,Python,150.0,4732.0,False,True,,,,,,,,
keihsgw0605kgsm/yolov5_sample,27.0,64.0,2020-11-16T11:38:08Z,,Python,373.0,216558.0,False,True,,,,,,,,
kchaehyeon01/AI_HaniumAdvDef,2.0,2.0,2022-10-27T02:27:26Z,yolov5-mobileone,Python,5108.0,13230.0,,False,,,,,,,,
stealthspectre/mern-auth-yolo,4.0,157.0,2021-10-11T05:34:25Z,PyTorch implementation of DreamerV2 model-based RL algorithm,Python,195.0,5353.0,False,True,,,,,,,,
SurajDonthi/AspectBasedSentimentAnalysis,30.0,2.0,2018-11-17T21:27:07Z,mlflow with cpp api,Makefile,393.0,41458.0,False,True,,,,,,,,
vitalab/castor,7.0,2.0,2019-11-01T15:44:35Z,Run DeepRacer Locally,Python,5488.0,179284.0,False,True,,,,,,,,
gheinrich/DIGITS-GAN,2.0,22.0,2018-07-24T21:56:27Z,MLflow samples - deprecated,Python,274.0,690.0,False,True,,,,,,,,
Michael-Vio/yolov5-master,2.0,437.0,2019-02-26T18:26:17Z,This repository lets you train neural networks models for performing end-to-end full-page handwriting recognition using the Apache MXNet deep learning frameworks on the IAM Dataset.,Jupyter Notebook,2373.0,76502.0,False,True,,,,,,,,
transformervsmlpmixer/Transformer_Vs_MLP_mixer,3.0,98.0,2023-01-15T03:19:27Z,YOLOv8 Segmentation with DeepSORT Object Tracking (ID + Trails),Jupyter Notebook,942.0,28094.0,False,True,,,,,,,,
autognc/ravenML-train-plugins,2.0,2.0,2019-11-11T18:35:53Z,Companion repo to DeepForest for training large models from DeepForest python package.,Python,342.0,28091.0,False,True,,,,,,,,
nuri428/deep-learning,2.0,3.0,2021-05-07T12:44:44Z,Modeling of Earth’s Radiation Environment.,Python,164.0,60.0,False,True,,,,,,,,
kyper999/Theano,2.0,7.0,2021-03-11T16:19:57Z,Text preprocessing package for use in NLP tasks https://pypi.org/project/textcl/,Python,25581.0,912.0,False,True,,,,,,,,
Samanvitha3740/mle-2.2_mlflow,4.0,120.0,2019-07-26T23:10:04Z,Toolkit to train base-resolution deep neural networks on functional genomics data and to interpret them,Jupyter Notebook,3755.0,4288.0,,False,,,,,,,,
EzSylester/DeepLearningTutorials-,2.0,264.0,2019-09-26T20:42:39Z,PyTorch Implementations For A Series Of Deep Learning-Based Recommendation Models,Python,886.0,655968.0,False,True,,,,,,,,
fbdesignpro/sweetviz,4.0,2.0,2020-02-12T19:56:53Z,End-to-end trainable mask generation,Python,103.0,210.0,False,True,,,,,,,,
gmum/mlls2015,4.0,3.0,2021-10-23T02:57:58Z,,Python,231.0,137241.0,False,True,,,,,,,,
ombg/tensorberg,2.0,6.0,2019-09-08T14:09:58Z,Process Improvement using Data,Python,185.0,6106.0,False,True,,,,,,,,
panaali/bilmo,30.0,1679.0,2018-06-10T21:31:23Z,A toolkit for reproducible reinforcement learning research.,Python,110.0,60358.0,False,True,,,,,,,,
rstudio/mlflow-original,15.0,92.0,2020-01-05T16:35:12Z,"This package features data-science related tasks for developing new recognizers for Presidio. It is used for the evaluation of the entire system, as well as for evaluating specific PII recognizers or PII detection models.",Python,507.0,2713.0,True,True,,,,,,,,
BorgwardtLab/topo-ae-distances,2.0,2.0,2019-08-30T08:58:15Z,,Python,484.0,207661.0,False,True,,,,,,,,
eric-erki/mlflow,2.0,6.0,2020-09-21T08:27:50Z,,Jupyter Notebook,284.0,40901.0,False,True,,,,,,,,
MutsukiMoon/MyScikitLearn,2.0,3.0,2021-11-06T14:47:33Z,,Python,26505.0,24582.0,False,True,,,,,,,,
bainro/garage,2.0,78.0,2017-07-20T12:53:46Z,Implementation of several black-box optimisation methods to tune hyperparameters of machine learning models.,Python,817.0,280.0,False,True,,,,,,,,
kaufmann-a/ETH_MP-Human-Pose-Prediction,3.0,13.0,2020-01-21T12:18:36Z,"Building on the MLFlow toolset this project aims to extend the functionality for MLFlow, increase the automation and therefore reduce the workload for the user. The production of structured results is an additional goal of the extension.",Python,274.0,6863.0,False,True,,,,,,,,
SarangGawane/transformers-metarl,3.0,5.0,2022-07-11T16:06:22Z,LeManchot-Analysis is a system for abnormal detection in coupled visible-thermal images,Python,1174.0,83794.0,False,True,,,,,,,,
davidtangGT/MOF_color,10.0,8.0,2018-03-10T21:43:44Z,PCB Satellite Repository,C,114.0,25962.0,False,True,,,,,,,,
callaunchpad/Inspector,4.0,47.0,2020-07-07T15:20:30Z,The Verifiably Safe Reinforcement Learning Framework,Python,161.0,2018.0,False,True,,,,,,,,
nirvanacafe/scikit-learn,4.0,57.0,2019-02-19T13:27:27Z,"MSc group project: Reproduction of 'Multi-Task Learning using Uncertainty to Weigh Losses for Scene Geometry and Semantics'; A. Kendall, Y. Gal, R. Cipolla",Jupyter Notebook,22275.0,12724.0,False,True,,,,,,,,
Jwuthri/Maupassant,2.0,4.0,2019-05-14T13:27:58Z,,Python,160.0,50845.0,False,True,,,,,,,,
HumanCompatibleAI/adversarial-policies,5.0,3.0,2018-11-28T05:03:12Z,DFP Course Project,Python,472.0,5359.0,False,True,,,,,,,,
kundan2510/theano-cudnn-rnn,2.0,22.0,2018-07-24T21:56:27Z,MLflow samples - deprecated,Python,23069.0,690.0,False,True,,,,,,,,
hahnicity/ardsdetection,2.0,3.0,2017-10-21T22:39:18Z,This is the repository for ece496 facial expression transfering project,C++,344.0,80997.0,False,True,,,,,,,,
manishrdmishra/Thesis,4.0,2.0,2021-09-23T20:39:13Z,,Jupyter Notebook,4350.0,24588.0,False,True,,,,,,,,
Ascend/ModelZoo-PyTorch,2.0,47.0,2019-05-15T01:53:30Z,"Re-Implementation of ""Image Inpainting for Irregular Holes using Partial Convolution""",Python,5786.0,3246.0,False,True,,,,,,,,
hahayonghuming/VDACs,2.0,5.0,2020-10-19T13:57:24Z,,Jupyter Notebook,151.0,12687.0,False,True,,,,,,,,
Feretj/scikit-learn-hse-project,13.0,6.0,2020-10-01T16:42:44Z,,Java,21865.0,24404.0,False,True,,,,,,,,
djvaroli/this-album-cover-doesnt-exist,2.0,3.0,2018-02-03T09:45:18Z,Finding the most similar textual documents using Case-Based Reasoning,Python,128.0,20316.0,False,True,,,,,,,,
koustuvsinha/clutrr-baselines,30.0,103.0,2017-03-15T14:16:43Z,,HTML,123.0,48107.0,False,True,,,,,,,,
MislavSag/trademl,30.0,4.0,2022-07-14T07:56:07Z,,Python,311.0,143968.0,False,True,,,,,,,,
merlinepedra/RAY-1,11.0,100.0,2018-12-19T23:59:59Z,"Segregation Measurement, Inferential Statistics, and Decomposition Analysis",Jupyter Notebook,13360.0,145035.0,False,True,,,,,,,,
researchai/unsupervised_meta_rl,16.0,175.0,2019-09-06T16:56:51Z,Python package for multi-view machine learning,Python,1194.0,49478.0,False,True,,,,,,,,
ray-project/ray,30.0,115.0,2019-09-24T21:28:54Z,,,17185.0,787440.0,False,True,,,,,,,,
cytomining/DeepProfiler,4.0,25.0,2013-07-12T00:43:42Z,Automated website scraping over Tor,Python,795.0,125348.0,False,True,,,,,,,,
Octavian-ai/BigGAN-TPU-TensorFlow,13.0,3.0,2018-08-09T17:51:16Z,,Jupyter Notebook,174.0,50809.0,False,True,,,,,,,,
Ajyy/espnet,30.0,2.0,2022-04-24T05:27:44Z,,Python,2203.0,328762.0,False,True,,,,,,,,
flyteorg/flytesnacks,30.0,56.0,2019-10-17T18:32:26Z,Flyte Documentation 📖,Jupyter Notebook,208.0,37986.0,False,True,,,,,,,,
researchmm/soho,3.0,200.0,2021-03-22T08:59:00Z,[CVPR'21 Oral] Seeing Out of tHe bOx: End-to-End Pre-training for Vision-Language Representation Learning,Python,149.0,452.0,False,True,,,,,,,,
leokarlin/LaSO,2.0,78.0,2019-04-01T14:33:33Z,LaSO: Label-Set Operations networks for multi-label few-shot learning - official implementation,Python,117.0,312.0,False,True,,,,,,,,
MolecularAI/Lib-INVENT-dataset,3.0,15.0,2021-04-15T15:41:57Z,,Python,806.0,55.0,True,True,,,,,,,,
lqrhy3/skin-disease-recognition,3.0,3.0,2023-02-18T21:10:14Z,,Jupyter Notebook,1762.0,35401.0,False,True,,,,,,,,
qcraftai/pillar-motion,2.0,106.0,2021-03-28T03:11:06Z,Self-Supervised Pillar Motion Learning for Autonomous Driving (CVPR 2021),Python,4682.0,24156.0,False,True,,,,,,,,
j-marple-dev/AYolov2,6.0,154.0,2021-09-24T01:41:27Z,,Python,351.0,263990.0,False,True,,,,,,,,
salesforce/TransformerASR,2.0,3.0,2021-03-31T23:33:40Z,,Python,137.0,5470.0,False,True,,,,,,,,
nhtlongcs/cassava-leaf-disease-classification,2.0,9.0,2020-12-03T09:46:33Z,Identify the type of disease present on a Cassava Leaf image,Python,5359.0,2306.0,False,True,,,,,,,,
IntelAI/nauta,19.0,393.0,2019-01-09T20:58:33Z,"A multi-user, distributed computing environment for running DL model training experiments on Intel® Xeon® Scalable processor-based systems",Python,124.0,48589.0,True,True,,,,,,,,
BraunMichael/MultiResUNet-Keras-Dragonfly4.1,30.0,2.0,2020-04-28T17:41:04Z,Forked versions of MultiResUNet and Keras 2.3.1 for making a deep learning model compatible with Dragonfly 4.1,Python,534.0,13578.0,False,True,,,,,,,,
ryfeus/gcf-packs,2.0,50.0,2018-07-25T03:44:07Z,Library packs for google cloud functions,Python,136.0,229414.0,False,True,,,,,,,,
geyang/ml-research-containers,3.0,2.0,2022-01-14T21:03:35Z,A list of community maintained docker images for deep reinforcement learning research,Dockerfile,121.0,52.0,False,True,,,,,,,,
phamdinhkhanh/general_ocr,2.0,58.0,2021-10-13T07:23:50Z,,Python,106.0,39148.0,False,True,,,,,,,,
michelemancusi/LQVAE-separation,3.0,35.0,2021-10-08T14:31:35Z,,Python,124.0,15560.0,False,True,,,,,,,,
on-nix/python,7.0,81.0,2021-08-28T04:22:19Z,"Extensive collection of Python projects from PyPI, for Nix!",Nix,124.0,5468.0,False,True,,,,,,,,
edgeai-neptune/neptune,4.0,15.0,2021-01-04T03:26:26Z,The project is deprecated. Please move to https://github.com/kubeedge/sedna,Go,123.0,10614.0,False,True,,,,,,,,
garyd203/flying-circus,2.0,6.0,2017-09-12T10:53:04Z,"A tool for describing AWS infrastructure as (Python) code, built on top of AWS Cloud Formation.",Python,293.0,1040.0,False,True,,,,,,,,
TomaszOdrzygozdz/gym-splendor,3.0,2.0,2019-10-11T23:52:27Z,The environment for the ,Python,139.0,12893.0,False,True,,,,,,,,
hms-dbmi/breastCaPathologyTranscriptomics,2.0,5.0,2021-01-01T20:59:23Z,Integrative Transcriptome-Histopathology Analysis for Breast Cancer Classification,Python,276.0,71306.0,False,True,,,,,,,,
Fannovel16/comfy_controlnet_preprocessors,5.0,121.0,2023-03-02T10:04:28Z,,Python,916.0,4200.0,,False,,,,,,,,
oblivia-simplex/berbalang,5.0,8.0,2019-03-20T16:15:11Z,WIP: evolutionary explorations of weird machines,Rust,1031.0,140292.0,False,True,,,,,,,,
AdaptiveSubgoalSearch/adaptive_subs,2.0,17.0,2022-05-18T10:56:54Z,Adaptive Subgoal Search,Python,1287.0,6453.0,False,True,,,,,,,,
chrisjihee/DeepKorean,6.0,2.0,2020-03-04T00:51:37Z,Xilinx Vitis-AI Mirroring & Practice,SystemVerilog,152.0,443776.0,,False,,,,,,,,
deepin-community/keras,6.0,2.0,2020-05-26T16:50:04Z,Features Extraction using Autoencoders for Reinforcement Learning Tasks,Jupyter Notebook,124.0,198432.0,False,True,,,,,,,,
Linkerbrain/Continuous-Time-Graphs,7.0,1380.0,2018-11-16T09:34:48Z,🔎 Monitor deep learning model training and hardware usage from your mobile phone 📱,Jupyter Notebook,128.0,105089.0,False,True,,,,,,,,
NoSyu/CDMM-B,30.0,7984.0,2023-02-12T16:26:27Z,WebUI extension for ControlNet,Python,838.0,15115.0,False,True,,,,,,,,
powergee/common-ml-logger,4.0,20.0,2017-04-03T20:19:28Z,Simple area to test out concepts or try to reproduce isolated issues in Drake.,Jupyter Notebook,535.0,13602.0,False,True,,,,,,,,
aws-samples/amazon-neptune-samples,23.0,332.0,2018-04-05T22:37:22Z,Samples and documentation for using the Amazon Neptune graph database service,JavaScript,258.0,53301.0,False,True,,,,,,,,
Alex1114/Data-Science,27.0,263.0,2018-02-14T05:13:35Z,Tools and utilities to enable loading data and building graph applications with Amazon Neptune.,Java,4462.0,2375.0,,False,,,,,,,,
awslabs/amazon-neptune-tools,7.0,437.0,2019-02-26T18:26:17Z,This repository lets you train neural networks models for performing end-to-end full-page handwriting recognition using the Apache MXNet deep learning frameworks on the IAM Dataset.,Jupyter Notebook,587.0,76502.0,False,True,,,,,,,,
pearljain7/MentalHealthDetection,4.0,35.0,2020-11-03T06:48:03Z,DeepVisualInsight (DVI) is a time-travelling visualization solution for how the classification boundaries of a learned model is trained in two-dimensional space.,Jupyter Notebook,367.0,233534.0,False,True,,,,,,,,
mizunt1/gz,12.0,16.0,2020-01-31T15:19:49Z,Experimental wandb CLI and Python API - See Experimental section below.,Python,283.0,22499.0,False,True,,,,,,,,
bill-teng/mxnet-test,30.0,11691.0,2018-04-20T14:49:09Z,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",Python,157.0,24506.0,False,True,,,,,,,,
learningandplanningICLR/learningandplanning,2.0,5.0,2019-12-30T08:01:00Z,,Python,3881.0,1176.0,False,True,,,,,,,,
hunterprice04/python,6.0,2.0,2020-03-04T00:51:37Z,Xilinx Vitis-AI Mirroring & Practice,SystemVerilog,131.0,443776.0,False,True,,,,,,,,
HPI-DeepLearning-PlaceRecognizer-SS17/AmalgamationMxnet,25.0,351.0,2020-02-10T18:51:59Z,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and TensorFlow code in a local environment to distributed training in the cloud.,Python,417.0,1866.0,False,True,,,,,,,,
sugarme/gotch-docker,2.0,14.0,2019-01-30T19:23:07Z,"Hands-On Serverless Deep Learning with TensorFlow and AWS Lambda, published by Packt",Python,40253.0,138191.0,False,True,,,,,,,,
sergevkim/SpeechRecognition,27.0,2.0,2021-01-26T09:34:05Z,,C++,113.0,1114823.0,False,True,,,,,,,,
OmdenaAI/omdena-philippines-renewable,,,,,,,,False,True,32.0,7.0,11.0,129.0,,,,
autorope/donkeycar,,,,,,,,False,True,2216.0,1144.0,110.0,2126.0,,,,
ericlavigne/CarND-Capstone-Wolf-Pack,,,,,,,,False,True,40.0,23.0,15.0,221.0,,,,
anton164/predicting-citation-counts,,,,,,,,False,True,2.0,0.0,3.0,176.0,,,,
nitishtalekar/ProjectsGit,,,,,,,,False,True,1.0,2.0,3.0,441.0,,,,
dpressel/mead-baseline,,,,,,,,False,True,241.0,68.0,11.0,2092.0,,,,
georgetown-analytics/Air-Pollution,,,,,,,,,False,1.0,2.0,5.0,106.0,,,,
embedded-bitai/EMP,,,,,,,,False,True,1.0,6.0,5.0,102.0,,,,
SharpAI/DeepCamera,,,,,,,,False,True,858.0,175.0,9.0,844.0,,,,
StrayCamel247/Django_web,,,,,,,,False,True,58.0,13.0,2.0,129.0,,,,
georgedimitriadis/themeaningofbrain,,,,,,,,False,True,2.0,1.0,3.0,143.0,,,,
AI4Bharat/OpenHands,,,,,,,,False,True,10.0,0.0,3.0,111.0,,,,
gmum/mlls2015,,,,,,,,False,True,15.0,6.0,2.0,231.0,,,,
apachecn/ailearning,,,,,,,,False,True,32770.0,10758.0,41.0,207.0,,,,
Uberi/speech_recognition,,,,,,,,False,True,6156.0,2116.0,40.0,376.0,,,,
jaydu1/VITAE,,,,,,,,False,True,14.0,6.0,3.0,459.0,,,,
maldil/R-CPATMiner,,,,,,,,False,True,4.0,0.0,3.0,156.0,,,,
weilu/moneycat,,,,,,,,False,True,1.0,2.0,3.0,188.0,,,,
st-tech/zr-obp,,,,,,,,False,True,362.0,47.0,11.0,960.0,,,,
pykale/pykale,,,,,,,,False,True,321.0,39.0,13.0,1770.0,,,,
mvlearn/mvlearn,,,,,,,,False,True,127.0,19.0,16.0,600.0,,,,
deliciafernandes/Response,,,,,,,,False,True,1.0,0.0,8.0,102.0,,,,
wassinkl/Vigilantes,,,,,,,,False,True,1.0,0.0,9.0,219.0,,,,
pylayers/pylayers,,,,,,,,False,True,135.0,87.0,8.0,4289.0,,,,
brad-ross/crop-yield-prediction-project,,,,,,,,False,True,25.0,25.0,3.0,141.0,,,,
amyxzhang/wikum,,,,,,,,False,True,103.0,32.0,13.0,1403.0,,,,
OSeMOSYS/osemosys_global,,,,,,,,False,True,3.0,3.0,6.0,213.0,,,,
appoll/gh-repo-classifier,,,,,,,,False,True,6.0,2.0,4.0,319.0,,,,
pysal/segregation,,,,,,,,False,True,89.0,24.0,10.0,1080.0,,,,
MizarAI/mizar-labs,,,,,,,,False,True,15.0,4.0,3.0,106.0,,,,
deepset-ai/FARM,,,,,,,,True,True,1502.0,218.0,110.0,592.0,,,,
NVIDIA/DeepLearningExamples,,,,,,,,False,True,7810.0,2256.0,79.0,1089.0,,,,
andreeadeac22/graph_coattention,,,,,,,,False,True,13.0,4.0,4.0,115.0,,,,
dmitriy-serdyuk/twinnet-asr,,,,,,,,False,True,12.0,3.0,3.0,955.0,,,,
nikogamulin/deep-learning-python,,,,,,,,False,True,1.0,0.0,18.0,635.0,,,,
rizar/attention-lvcsr,,,,,,,,False,True,259.0,106.0,4.0,945.0,,,,
rwth-i6/returnn,,,,,,,,False,True,313.0,128.0,48.0,9139.0,,,,
abhiTronix/caffe-opencl-windows-amd,,,,,,,,False,True,7.0,2.0,261.0,5104.0,,,,
VirrageS/io-kawiarnie,,,,,,,,False,True,1.0,0.0,4.0,430.0,,,,
gheinrich/DIGITS-GAN,,,,,,,,False,True,104.0,35.0,34.0,1486.0,,,,
NVIDIA/DIGITS,,,,,,,,True,True,4053.0,1411.0,42.0,1613.0,,,,
MajerMartin/image_retrieval,,,,,,,,False,True,2.0,0.0,2.0,158.0,,,,
spacetiller/experiment,,,,,,,,False,True,1.0,0.0,2.0,279.0,,,,
